PDMS_fraction,CdO_fraction,B4C_fraction,Gd2O3_fraction,Composition_Formula,Theoretical_Density,Density_Calculation
80,5,7,8,80C2H6OSi+5CdO+7B4C+8Gd2O3,1.9487,(80 * 0.965) + (5 * 8.15) + (7 * 2.52) + (8 * 7.41) / 100
87,5,8,0,87C2H6OSi+5CdO+8B4C+0Gd2O3,1.44865,(87 * 0.965) + (5 * 8.15) + (8 * 2.52) + (0 * 7.41) / 100
86,5,8,1,86C2H6OSi+5CdO+8B4C+1Gd2O3,1.5131,(86 * 0.965) + (5 * 8.15) + (8 * 2.52) + (1 * 7.41) / 100
85,5,8,2,85C2H6OSi+5CdO+8B4C+2Gd2O3,1.57755,(85 * 0.965) + (5 * 8.15) + (8 * 2.52) + (2 * 7.41) / 100
84,5,8,3,84C2H6OSi+5CdO+8B4C+3Gd2O3,1.642,(84 * 0.965) + (5 * 8.15) + (8 * 2.52) + (3 * 7.41) / 100
83,5,8,4,83C2H6OSi+5CdO+8B4C+4Gd2O3,1.70645,(83 * 0.965) + (5 * 8.15) + (8 * 2.52) + (4 * 7.41) / 100
82,5,8,5,82C2H6OSi+5CdO+8B4C+5Gd2O3,1.7709,(82 * 0.965) + (5 * 8.15) + (8 * 2.52) + (5 * 7.41) / 100
81,5,8,6,81C2H6OSi+5CdO+8B4C+6Gd2O3,1.83535,(81 * 0.965) + (5 * 8.15) + (8 * 2.52) + (6 * 7.41) / 100
80,5,8,7,80C2H6OSi+5CdO+8B4C+7Gd2O3,1.8998,(80 * 0.965) + (5 * 8.15) + (8 * 2.52) + (7 * 7.41) / 100
86,5,9,0,86C2H6OSi+5CdO+9B4C+0Gd2O3,1.4642,(86 * 0.965) + (5 * 8.15) + (9 * 2.52) + (0 * 7.41) / 100
85,5,9,1,85C2H6OSi+5CdO+9B4C+1Gd2O3,1.52865,(85 * 0.965) + (5 * 8.15) + (9 * 2.52) + (1 * 7.41) / 100
84,5,9,2,84C2H6OSi+5CdO+9B4C+2Gd2O3,1.5931,(84 * 0.965) + (5 * 8.15) + (9 * 2.52) + (2 * 7.41) / 100
83,5,9,3,83C2H6OSi+5CdO+9B4C+3Gd2O3,1.65755,(83 * 0.965) + (5 * 8.15) + (9 * 2.52) + (3 * 7.41) / 100
82,5,9,4,82C2H6OSi+5CdO+9B4C+4Gd2O3,1.722,(82 * 0.965) + (5 * 8.15) + (9 * 2.52) + (4 * 7.41) / 100
81,5,9,5,81C2H6OSi+5CdO+9B4C+5Gd2O3,1.78645,(81 * 0.965) + (5 * 8.15) + (9 * 2.52) + (5 * 7.41) / 100
80,5,9,6,80C2H6OSi+5CdO+9B4C+6Gd2O3,1.8509,(80 * 0.965) + (5 * 8.15) + (9 * 2.52) + (6 * 7.41) / 100
85,5,10,0,85C2H6OSi+5CdO+10B4C+0Gd2O3,1.47975,(85 * 0.965) + (5 * 8.15) + (10 * 2.52) + (0 * 7.41) / 100
84,5,10,1,84C2H6OSi+5CdO+10B4C+1Gd2O3,1.5442,(84 * 0.965) + (5 * 8.15) + (10 * 2.52) + (1 * 7.41) / 100
83,5,10,2,83C2H6OSi+5CdO+10B4C+2Gd2O3,1.60865,(83 * 0.965) + (5 * 8.15) + (10 * 2.52) + (2 * 7.41) / 100
82,5,10,3,82C2H6OSi+5CdO+10B4C+3Gd2O3,1.6731,(82 * 0.965) + (5 * 8.15) + (10 * 2.52) + (3 * 7.41) / 100
81,5,10,4,81C2H6OSi+5CdO+10B4C+4Gd2O3,1.73755,(81 * 0.965) + (5 * 8.15) + (10 * 2.52) + (4 * 7.41) / 100
80,5,10,5,80C2H6OSi+5CdO+10B4C+5Gd2O3,1.802,(80 * 0.965) + (5 * 8.15) + (10 * 2.52) + (5 * 7.41) / 100
84,5,11,0,84C2H6OSi+5CdO+11B4C+0Gd2O3,1.4953,(84 * 0.965) + (5 * 8.15) + (11 * 2.52) + (0 * 7.41) / 100
83,5,11,1,83C2H6OSi+5CdO+11B4C+1Gd2O3,1.55975,(83 * 0.965) + (5 * 8.15) + (11 * 2.52) + (1 * 7.41) / 100
82,5,11,2,82C2H6OSi+5CdO+11B4C+2Gd2O3,1.6242,(82 * 0.965) + (5 * 8.15) + (11 * 2.52) + (2 * 7.41) / 100
81,5,11,3,81C2H6OSi+5CdO+11B4C+3Gd2O3,1.68865,(81 * 0.965) + (5 * 8.15) + (11 * 2.52) + (3 * 7.41) / 100
80,5,11,4,80C2H6OSi+5CdO+11B4C+4Gd2O3,1.7531,(80 * 0.965) + (5 * 8.15) + (11 * 2.52) + (4 * 7.41) / 100
83,5,12,0,83C2H6OSi+5CdO+12B4C+0Gd2O3,1.51085,(83 * 0.965) + (5 * 8.15) + (12 * 2.52) + (0 * 7.41) / 100
82,5,12,1,82C2H6OSi+5CdO+12B4C+1Gd2O3,1.5753,(82 * 0.965) + (5 * 8.15) + (12 * 2.52) + (1 * 7.41) / 100
81,5,12,2,81C2H6OSi+5CdO+12B4C+2Gd2O3,1.63975,(81 * 0.965) + (5 * 8.15) + (12 * 2.52) + (2 * 7.41) / 100
80,5,12,3,80C2H6OSi+5CdO+12B4C+3Gd2O3,1.7042,(80 * 0.965) + (5 * 8.15) + (12 * 2.52) + (3 * 7.41) / 100
82,5,13,0,82C2H6OSi+5CdO+13B4C+0Gd2O3,1.5264,(82 * 0.965) + (5 * 8.15) + (13 * 2.52) + (0 * 7.41) / 100
81,5,13,1,81C2H6OSi+5CdO+13B4C+1Gd2O3,1.59085,(81 * 0.965) + (5 * 8.15) + (13 * 2.52) + (1 * 7.41) / 100
80,5,13,2,80C2H6OSi+5CdO+13B4C+2Gd2O3,1.6553,(80 * 0.965) + (5 * 8.15) + (13 * 2.52) + (2 * 7.41) / 100
81,5,14,0,81C2H6OSi+5CdO+14B4C+0Gd2O3,1.54195,(81 * 0.965) + (5 * 8.15) + (14 * 2.52) + (0 * 7.41) / 100
80,5,14,1,80C2H6OSi+5CdO+14B4C+1Gd2O3,1.6064,(80 * 0.965) + (5 * 8.15) + (14 * 2.52) + (1 * 7.41) / 100
80,5,15,0,80C2H6OSi+5CdO+15B4C+0Gd2O3,1.5575,(80 * 0.965) + (5 * 8.15) + (15 * 2.52) + (0 * 7.41) / 100
94,6,0,0,94C2H6OSi+6CdO+0B4C+0Gd2O3,1.3961,(94 * 0.965) + (6 * 8.15) + (0 * 2.52) + (0 * 7.41) / 100
93,6,0,1,93C2H6OSi+6CdO+0B4C+1Gd2O3,1.46055,(93 * 0.965) + (6 * 8.15) + (0 * 2.52) + (1 * 7.41) / 100
92,6,0,2,92C2H6OSi+6CdO+0B4C+2Gd2O3,1.525,(92 * 0.965) + (6 * 8.15) + (0 * 2.52) + (2 * 7.41) / 100
91,6,0,3,91C2H6OSi+6CdO+0B4C+3Gd2O3,1.58945,(91 * 0.965) + (6 * 8.15) + (0 * 2.52) + (3 * 7.41) / 100
90,6,0,4,90C2H6OSi+6CdO+0B4C+4Gd2O3,1.6539,(90 * 0.965) + (6 * 8.15) + (0 * 2.52) + (4 * 7.41) / 100
89,6,0,5,89C2H6OSi+6CdO+0B4C+5Gd2O3,1.71835,(89 * 0.965) + (6 * 8.15) + (0 * 2.52) + (5 * 7.41) / 100
88,6,0,6,88C2H6OSi+6CdO+0B4C+6Gd2O3,1.7828,(88 * 0.965) + (6 * 8.15) + (0 * 2.52) + (6 * 7.41) / 100
87,6,0,7,87C2H6OSi+6CdO+0B4C+7Gd2O3,1.84725,(87 * 0.965) + (6 * 8.15) + (0 * 2.52) + (7 * 7.41) / 100
86,6,0,8,86C2H6OSi+6CdO+0B4C+8Gd2O3,1.9117,(86 * 0.965) + (6 * 8.15) + (0 * 2.52) + (8 * 7.41) / 100
85,6,0,9,85C2H6OSi+6CdO+0B4C+9Gd2O3,1.97615,(85 * 0.965) + (6 * 8.15) + (0 * 2.52) + (9 * 7.41) / 100
84,6,0,10,84C2H6OSi+6CdO+0B4C+10Gd2O3,2.0406,(84 * 0.965) + (6 * 8.15) + (0 * 2.52) + (10 * 7.41) / 100
83,6,0,11,83C2H6OSi+6CdO+0B4C+11Gd2O3,2.10505,(83 * 0.965) + (6 * 8.15) + (0 * 2.52) + (11 * 7.41) / 100
82,6,0,12,82C2H6OSi+6CdO+0B4C+12Gd2O3,2.1695,(82 * 0.965) + (6 * 8.15) + (0 * 2.52) + (12 * 7.41) / 100
81,6,0,13,81C2H6OSi+6CdO+0B4C+13Gd2O3,2.23395,(81 * 0.965) + (6 * 8.15) + (0 * 2.52) + (13 * 7.41) / 100
80,6,0,14,80C2H6OSi+6CdO+0B4C+14Gd2O3,2.2984,(80 * 0.965) + (6 * 8.15) + (0 * 2.52) + (14 * 7.41) / 100
93,6,1,0,93C2H6OSi+6CdO+1B4C+0Gd2O3,1.41165,(93 * 0.965) + (6 * 8.15) + (1 * 2.52) + (0 * 7.41) / 100
92,6,1,1,92C2H6OSi+6CdO+1B4C+1Gd2O3,1.4761,(92 * 0.965) + (6 * 8.15) + (1 * 2.52) + (1 * 7.41) / 100
91,6,1,2,91C2H6OSi+6CdO+1B4C+2Gd2O3,1.54055,(91 * 0.965) + (6 * 8.15) + (1 * 2.52) + (2 * 7.41) / 100
90,6,1,3,90C2H6OSi+6CdO+1B4C+3Gd2O3,1.605,(90 * 0.965) + (6 * 8.15) + (1 * 2.52) + (3 * 7.41) / 100
89,6,1,4,89C2H6OSi+6CdO+1B4C+4Gd2O3,1.66945,(89 * 0.965) + (6 * 8.15) + (1 * 2.52) + (4 * 7.41) / 100
88,6,1,5,88C2H6OSi+6CdO+1B4C+5Gd2O3,1.7339,(88 * 0.965) + (6 * 8.15) + (1 * 2.52) + (5 * 7.41) / 100
87,6,1,6,87C2H6OSi+6CdO+1B4C+6Gd2O3,1.79835,(87 * 0.965) + (6 * 8.15) + (1 * 2.52) + (6 * 7.41) / 100
86,6,1,7,86C2H6OSi+6CdO+1B4C+7Gd2O3,1.8628,(86 * 0.965) + (6 * 8.15) + (1 * 2.52) + (7 * 7.41) / 100
85,6,1,8,85C2H6OSi+6CdO+1B4C+8Gd2O3,1.92725,(85 * 0.965) + (6 * 8.15) + (1 * 2.52) + (8 * 7.41) / 100
84,6,1,9,84C2H6OSi+6CdO+1B4C+9Gd2O3,1.9917,(84 * 0.965) + (6 * 8.15) + (1 * 2.52) + (9 * 7.41) / 100
83,6,1,10,83C2H6OSi+6CdO+1B4C+10Gd2O3,2.05615,(83 * 0.965) + (6 * 8.15) + (1 * 2.52) + (10 * 7.41) / 100
82,6,1,11,82C2H6OSi+6CdO+1B4C+11Gd2O3,2.1206,(82 * 0.965) + (6 * 8.15) + (1 * 2.52) + (11 * 7.41) / 100
81,6,1,12,81C2H6OSi+6CdO+1B4C+12Gd2O3,2.18505,(81 * 0.965) + (6 * 8.15) + (1 * 2.52) + (12 * 7.41) / 100
80,6,1,13,80C2H6OSi+6CdO+1B4C+13Gd2O3,2.2495,(80 * 0.965) + (6 * 8.15) + (1 * 2.52) + (13 * 7.41) / 100
92,6,2,0,92C2H6OSi+6CdO+2B4C+0Gd2O3,1.4272,(92 * 0.965) + (6 * 8.15) + (2 * 2.52) + (0 * 7.41) / 100
91,6,2,1,91C2H6OSi+6CdO+2B4C+1Gd2O3,1.49165,(91 * 0.965) + (6 * 8.15) + (2 * 2.52) + (1 * 7.41) / 100
90,6,2,2,90C2H6OSi+6CdO+2B4C+2Gd2O3,1.5561,(90 * 0.965) + (6 * 8.15) + (2 * 2.52) + (2 * 7.41) / 100
89,6,2,3,89C2H6OSi+6CdO+2B4C+3Gd2O3,1.62055,(89 * 0.965) + (6 * 8.15) + (2 * 2.52) + (3 * 7.41) / 100
88,6,2,4,88C2H6OSi+6CdO+2B4C+4Gd2O3,1.685,(88 * 0.965) + (6 * 8.15) + (2 * 2.52) + (4 * 7.41) / 100
87,6,2,5,87C2H6OSi+6CdO+2B4C+5Gd2O3,1.74945,(87 * 0.965) + (6 * 8.15) + (2 * 2.52) + (5 * 7.41) / 100
86,6,2,6,86C2H6OSi+6CdO+2B4C+6Gd2O3,1.8139,(86 * 0.965) + (6 * 8.15) + (2 * 2.52) + (6 * 7.41) / 100
85,6,2,7,85C2H6OSi+6CdO+2B4C+7Gd2O3,1.87835,(85 * 0.965) + (6 * 8.15) + (2 * 2.52) + (7 * 7.41) / 100
84,6,2,8,84C2H6OSi+6CdO+2B4C+8Gd2O3,1.9428,(84 * 0.965) + (6 * 8.15) + (2 * 2.52) + (8 * 7.41) / 100
83,6,2,9,83C2H6OSi+6CdO+2B4C+9Gd2O3,2.00725,(83 * 0.965) + (6 * 8.15) + (2 * 2.52) + (9 * 7.41) / 100
82,6,2,10,82C2H6OSi+6CdO+2B4C+10Gd2O3,2.0717,(82 * 0.965) + (6 * 8.15) + (2 * 2.52) + (10 * 7.41) / 100
81,6,2,11,81C2H6OSi+6CdO+2B4C+11Gd2O3,2.13615,(81 * 0.965) + (6 * 8.15) + (2 * 2.52) + (11 * 7.41) / 100
80,6,2,12,80C2H6OSi+6CdO+2B4C+12Gd2O3,2.2006,(80 * 0.965) + (6 * 8.15) + (2 * 2.52) + (12 * 7.41) / 100
91,6,3,0,91C2H6OSi+6CdO+3B4C+0Gd2O3,1.44275,(91 * 0.965) + (6 * 8.15) + (3 * 2.52) + (0 * 7.41) / 100
90,6,3,1,90C2H6OSi+6CdO+3B4C+1Gd2O3,1.5072,(90 * 0.965) + (6 * 8.15) + (3 * 2.52) + (1 * 7.41) / 100
89,6,3,2,89C2H6OSi+6CdO+3B4C+2Gd2O3,1.57165,(89 * 0.965) + (6 * 8.15) + (3 * 2.52) + (2 * 7.41) / 100
88,6,3,3,88C2H6OSi+6CdO+3B4C+3Gd2O3,1.6361,(88 * 0.965) + (6 * 8.15) + (3 * 2.52) + (3 * 7.41) / 100
87,6,3,4,87C2H6OSi+6CdO+3B4C+4Gd2O3,1.70055,(87 * 0.965) + (6 * 8.15) + (3 * 2.52) + (4 * 7.41) / 100
86,6,3,5,86C2H6OSi+6CdO+3B4C+5Gd2O3,1.765,(86 * 0.965) + (6 * 8.15) + (3 * 2.52) + (5 * 7.41) / 100
85,6,3,6,85C2H6OSi+6CdO+3B4C+6Gd2O3,1.82945,(85 * 0.965) + (6 * 8.15) + (3 * 2.52) + (6 * 7.41) / 100
84,6,3,7,84C2H6OSi+6CdO+3B4C+7Gd2O3,1.8939,(84 * 0.965) + (6 * 8.15) + (3 * 2.52) + (7 * 7.41) / 100
83,6,3,8,83C2H6OSi+6CdO+3B4C+8Gd2O3,1.95835,(83 * 0.965) + (6 * 8.15) + (3 * 2.52) + (8 * 7.41) / 100
82,6,3,9,82C2H6OSi+6CdO+3B4C+9Gd2O3,2.0228,(82 * 0.965) + (6 * 8.15) + (3 * 2.52) + (9 * 7.41) / 100
81,6,3,10,81C2H6OSi+6CdO+3B4C+10Gd2O3,2.08725,(81 * 0.965) + (6 * 8.15) + (3 * 2.52) + (10 * 7.41) / 100
80,6,3,11,80C2H6OSi+6CdO+3B4C+11Gd2O3,2.1517,(80 * 0.965) + (6 * 8.15) + (3 * 2.52) + (11 * 7.41) / 100
90,6,4,0,90C2H6OSi+6CdO+4B4C+0Gd2O3,1.4583,(90 * 0.965) + (6 * 8.15) + (4 * 2.52) + (0 * 7.41) / 100
89,6,4,1,89C2H6OSi+6CdO+4B4C+1Gd2O3,1.52275,(89 * 0.965) + (6 * 8.15) + (4 * 2.52) + (1 * 7.41) / 100
88,6,4,2,88C2H6OSi+6CdO+4B4C+2Gd2O3,1.5872,(88 * 0.965) + (6 * 8.15) + (4 * 2.52) + (2 * 7.41) / 100
87,6,4,3,87C2H6OSi+6CdO+4B4C+3Gd2O3,1.65165,(87 * 0.965) + (6 * 8.15) + (4 * 2.52) + (3 * 7.41) / 100
86,6,4,4,86C2H6OSi+6CdO+4B4C+4Gd2O3,1.7161,(86 * 0.965) + (6 * 8.15) + (4 * 2.52) + (4 * 7.41) / 100
85,6,4,5,85C2H6OSi+6CdO+4B4C+5Gd2O3,1.78055,(85 * 0.965) + (6 * 8.15) + (4 * 2.52) + (5 * 7.41) / 100
84,6,4,6,84C2H6OSi+6CdO+4B4C+6Gd2O3,1.845,(84 * 0.965) + (6 * 8.15) + (4 * 2.52) + (6 * 7.41) / 100
83,6,4,7,83C2H6OSi+6CdO+4B4C+7Gd2O3,1.90945,(83 * 0.965) + (6 * 8.15) + (4 * 2.52) + (7 * 7.41) / 100
82,6,4,8,82C2H6OSi+6CdO+4B4C+8Gd2O3,1.9739,(82 * 0.965) + (6 * 8.15) + (4 * 2.52) + (8 * 7.41) / 100
81,6,4,9,81C2H6OSi+6CdO+4B4C+9Gd2O3,2.03835,(81 * 0.965) + (6 * 8.15) + (4 * 2.52) + (9 * 7.41) / 100
80,6,4,10,80C2H6OSi+6CdO+4B4C+10Gd2O3,2.1028,(80 * 0.965) + (6 * 8.15) + (4 * 2.52) + (10 * 7.41) / 100
89,6,5,0,89C2H6OSi+6CdO+5B4C+0Gd2O3,1.47385,(89 * 0.965) + (6 * 8.15) + (5 * 2.52) + (0 * 7.41) / 100
88,6,5,1,88C2H6OSi+6CdO+5B4C+1Gd2O3,1.5383,(88 * 0.965) + (6 * 8.15) + (5 * 2.52) + (1 * 7.41) / 100
87,6,5,2,87C2H6OSi+6CdO+5B4C+2Gd2O3,1.60275,(87 * 0.965) + (6 * 8.15) + (5 * 2.52) + (2 * 7.41) / 100
86,6,5,3,86C2H6OSi+6CdO+5B4C+3Gd2O3,1.6672,(86 * 0.965) + (6 * 8.15) + (5 * 2.52) + (3 * 7.41) / 100
85,6,5,4,85C2H6OSi+6CdO+5B4C+4Gd2O3,1.73165,(85 * 0.965) + (6 * 8.15) + (5 * 2.52) + (4 * 7.41) / 100
84,6,5,5,84C2H6OSi+6CdO+5B4C+5Gd2O3,1.7961,(84 * 0.965) + (6 * 8.15) + (5 * 2.52) + (5 * 7.41) / 100
83,6,5,6,83C2H6OSi+6CdO+5B4C+6Gd2O3,1.86055,(83 * 0.965) + (6 * 8.15) + (5 * 2.52) + (6 * 7.41) / 100
82,6,5,7,82C2H6OSi+6CdO+5B4C+7Gd2O3,1.925,(82 * 0.965) + (6 * 8.15) + (5 * 2.52) + (7 * 7.41) / 100
81,6,5,8,81C2H6OSi+6CdO+5B4C+8Gd2O3,1.98945,(81 * 0.965) + (6 * 8.15) + (5 * 2.52) + (8 * 7.41) / 100
80,6,5,9,80C2H6OSi+6CdO+5B4C+9Gd2O3,2.0539,(80 * 0.965) + (6 * 8.15) + (5 * 2.52) + (9 * 7.41) / 100
88,6,6,0,88C2H6OSi+6CdO+6B4C+0Gd2O3,1.4894,(88 * 0.965) + (6 * 8.15) + (6 * 2.52) + (0 * 7.41) / 100
87,6,6,1,87C2H6OSi+6CdO+6B4C+1Gd2O3,1.55385,(87 * 0.965) + (6 * 8.15) + (6 * 2.52) + (1 * 7.41) / 100
86,6,6,2,86C2H6OSi+6CdO+6B4C+2Gd2O3,1.6183,(86 * 0.965) + (6 * 8.15) + (6 * 2.52) + (2 * 7.41) / 100
85,6,6,3,85C2H6OSi+6CdO+6B4C+3Gd2O3,1.68275,(85 * 0.965) + (6 * 8.15) + (6 * 2.52) + (3 * 7.41) / 100
84,6,6,4,84C2H6OSi+6CdO+6B4C+4Gd2O3,1.7472,(84 * 0.965) + (6 * 8.15) + (6 * 2.52) + (4 * 7.41) / 100
83,6,6,5,83C2H6OSi+6CdO+6B4C+5Gd2O3,1.81165,(83 * 0.965) + (6 * 8.15) + (6 * 2.52) + (5 * 7.41) / 100
82,6,6,6,82C2H6OSi+6CdO+6B4C+6Gd2O3,1.8761,(82 * 0.965) + (6 * 8.15) + (6 * 2.52) + (6 * 7.41) / 100
81,6,6,7,81C2H6OSi+6CdO+6B4C+7Gd2O3,1.94055,(81 * 0.965) + (6 * 8.15) + (6 * 2.52) + (7 * 7.41) / 100
80,6,6,8,80C2H6OSi+6CdO+6B4C+8Gd2O3,2.005,(80 * 0.965) + (6 * 8.15) + (6 * 2.52) + (8 * 7.41) / 100
87,6,7,0,87C2H6OSi+6CdO+7B4C+0Gd2O3,1.50495,(87 * 0.965) + (6 * 8.15) + (7 * 2.52) + (0 * 7.41) / 100
86,6,7,1,86C2H6OSi+6CdO+7B4C+1Gd2O3,1.5694,(86 * 0.965) + (6 * 8.15) + (7 * 2.52) + (1 * 7.41) / 100
85,6,7,2,85C2H6OSi+6CdO+7B4C+2Gd2O3,1.63385,(85 * 0.965) + (6 * 8.15) + (7 * 2.52) + (2 * 7.41) / 100
84,6,7,3,84C2H6OSi+6CdO+7B4C+3Gd2O3,1.6983,(84 * 0.965) + (6 * 8.15) + (7 * 2.52) + (3 * 7.41) / 100
83,6,7,4,83C2H6OSi+6CdO+7B4C+4Gd2O3,1.76275,(83 * 0.965) + (6 * 8.15) + (7 * 2.52) + (4 * 7.41) / 100
82,6,7,5,82C2H6OSi+6CdO+7B4C+5Gd2O3,1.8272,(82 * 0.965) + (6 * 8.15) + (7 * 2.52) + (5 * 7.41) / 100
81,6,7,6,81C2H6OSi+6CdO+7B4C+6Gd2O3,1.89165,(81 * 0.965) + (6 * 8.15) + (7 * 2.52) + (6 * 7.41) / 100
80,6,7,7,80C2H6OSi+6CdO+7B4C+7Gd2O3,1.9561,(80 * 0.965) + (6 * 8.15) + (7 * 2.52) + (7 * 7.41) / 100
86,6,8,0,86C2H6OSi+6CdO+8B4C+0Gd2O3,1.5205,(86 * 0.965) + (6 * 8.15) + (8 * 2.52) + (0 * 7.41) / 100
85,6,8,1,85C2H6OSi+6CdO+8B4C+1Gd2O3,1.58495,(85 * 0.965) + (6 * 8.15) + (8 * 2.52) + (1 * 7.41) / 100
84,6,8,2,84C2H6OSi+6CdO+8B4C+2Gd2O3,1.6494,(84 * 0.965) + (6 * 8.15) + (8 * 2.52) + (2 * 7.41) / 100
83,6,8,3,83C2H6OSi+6CdO+8B4C+3Gd2O3,1.71385,(83 * 0.965) + (6 * 8.15) + (8 * 2.52) + (3 * 7.41) / 100
82,6,8,4,82C2H6OSi+6CdO+8B4C+4Gd2O3,1.7783,(82 * 0.965) + (6 * 8.15) + (8 * 2.52) + (4 * 7.41) / 100
81,6,8,5,81C2H6OSi+6CdO+8B4C+5Gd2O3,1.84275,(81 * 0.965) + (6 * 8.15) + (8 * 2.52) + (5 * 7.41) / 100
80,6,8,6,80C2H6OSi+6CdO+8B4C+6Gd2O3,1.9072,(80 * 0.965) + (6 * 8.15) + (8 * 2.52) + (6 * 7.41) / 100
85,6,9,0,85C2H6OSi+6CdO+9B4C+0Gd2O3,1.53605,(85 * 0.965) + (6 * 8.15) + (9 * 2.52) + (0 * 7.41) / 100
84,6,9,1,84C2H6OSi+6CdO+9B4C+1Gd2O3,1.6005,(84 * 0.965) + (6 * 8.15) + (9 * 2.52) + (1 * 7.41) / 100
83,6,9,2,83C2H6OSi+6CdO+9B4C+2Gd2O3,1.66495,(83 * 0.965) + (6 * 8.15) + (9 * 2.52) + (2 * 7.41) / 100
82,6,9,3,82C2H6OSi+6CdO+9B4C+3Gd2O3,1.7294,(82 * 0.965) + (6 * 8.15) + (9 * 2.52) + (3 * 7.41) / 100
81,6,9,4,81C2H6OSi+6CdO+9B4C+4Gd2O3,1.79385,(81 * 0.965) + (6 * 8.15) + (9 * 2.52) + (4 * 7.41) / 100
80,6,9,5,80C2H6OSi+6CdO+9B4C+5Gd2O3,1.8583,(80 * 0.965) + (6 * 8.15) + (9 * 2.52) + (5 * 7.41) / 100
84,6,10,0,84C2H6OSi+6CdO+10B4C+0Gd2O3,1.5516,(84 * 0.965) + (6 * 8.15) + (10 * 2.52) + (0 * 7.41) / 100
83,6,10,1,83C2H6OSi+6CdO+10B4C+1Gd2O3,1.61605,(83 * 0.965) + (6 * 8.15) + (10 * 2.52) + (1 * 7.41) / 100
82,6,10,2,82C2H6OSi+6CdO+10B4C+2Gd2O3,1.6805,(82 * 0.965) + (6 * 8.15) + (10 * 2.52) + (2 * 7.41) / 100
81,6,10,3,81C2H6OSi+6CdO+10B4C+3Gd2O3,1.74495,(81 * 0.965) + (6 * 8.15) + (10 * 2.52) + (3 * 7.41) / 100
80,6,10,4,80C2H6OSi+6CdO+10B4C+4Gd2O3,1.8094,(80 * 0.965) + (6 * 8.15) + (10 * 2.52) + (4 * 7.41) / 100
83,6,11,0,83C2H6OSi+6CdO+11B4C+0Gd2O3,1.56715,(83 * 0.965) + (6 * 8.15) + (11 * 2.52) + (0 * 7.41) / 100
82,6,11,1,82C2H6OSi+6CdO+11B4C+1Gd2O3,1.6316,(82 * 0.965) + (6 * 8.15) + (11 * 2.52) + (1 * 7.41) / 100
81,6,11,2,81C2H6OSi+6CdO+11B4C+2Gd2O3,1.69605,(81 * 0.965) + (6 * 8.15) + (11 * 2.52) + (2 * 7.41) / 100
80,6,11,3,80C2H6OSi+6CdO+11B4C+3Gd2O3,1.7605,(80 * 0.965) + (6 * 8.15) + (11 * 2.52) + (3 * 7.41) / 100
82,6,12,0,82C2H6OSi+6CdO+12B4C+0Gd2O3,1.5827,(82 * 0.965) + (6 * 8.15) + (12 * 2.52) + (0 * 7.41) / 100
81,6,12,1,81C2H6OSi+6CdO+12B4C+1Gd2O3,1.64715,(81 * 0.965) + (6 * 8.15) + (12 * 2.52) + (1 * 7.41) / 100
80,6,12,2,80C2H6OSi+6CdO+12B4C+2Gd2O3,1.7116,(80 * 0.965) + (6 * 8.15) + (12 * 2.52) + (2 * 7.41) / 100
81,6,13,0,81C2H6OSi+6CdO+13B4C+0Gd2O3,1.59825,(81 * 0.965) + (6 * 8.15) + (13 * 2.52) + (0 * 7.41) / 100
80,6,13,1,80C2H6OSi+6CdO+13B4C+1Gd2O3,1.6627,(80 * 0.965) + (6 * 8.15) + (13 * 2.52) + (1 * 7.41) / 100
80,6,14,0,80C2H6OSi+6CdO+14B4C+0Gd2O3,1.6138,(80 * 0.965) + (6 * 8.15) + (14 * 2.52) + (0 * 7.41) / 100
93,7,0,0,93C2H6OSi+7CdO+0B4C+0Gd2O3,1.46795,(93 * 0.965) + (7 * 8.15) + (0 * 2.52) + (0 * 7.41) / 100
92,7,0,1,92C2H6OSi+7CdO+0B4C+1Gd2O3,1.5324,(92 * 0.965) + (7 * 8.15) + (0 * 2.52) + (1 * 7.41) / 100
91,7,0,2,91C2H6OSi+7CdO+0B4C+2Gd2O3,1.59685,(91 * 0.965) + (7 * 8.15) + (0 * 2.52) + (2 * 7.41) / 100
90,7,0,3,90C2H6OSi+7CdO+0B4C+3Gd2O3,1.6613,(90 * 0.965) + (7 * 8.15) + (0 * 2.52) + (3 * 7.41) / 100
89,7,0,4,89C2H6OSi+7CdO+0B4C+4Gd2O3,1.72575,(89 * 0.965) + (7 * 8.15) + (0 * 2.52) + (4 * 7.41) / 100
88,7,0,5,88C2H6OSi+7CdO+0B4C+5Gd2O3,1.7902,(88 * 0.965) + (7 * 8.15) + (0 * 2.52) + (5 * 7.41) / 100
87,7,0,6,87C2H6OSi+7CdO+0B4C+6Gd2O3,1.85465,(87 * 0.965) + (7 * 8.15) + (0 * 2.52) + (6 * 7.41) / 100
86,7,0,7,86C2H6OSi+7CdO+0B4C+7Gd2O3,1.9191,(86 * 0.965) + (7 * 8.15) + (0 * 2.52) + (7 * 7.41) / 100
85,7,0,8,85C2H6OSi+7CdO+0B4C+8Gd2O3,1.98355,(85 * 0.965) + (7 * 8.15) + (0 * 2.52) + (8 * 7.41) / 100
84,7,0,9,84C2H6OSi+7CdO+0B4C+9Gd2O3,2.048,(84 * 0.965) + (7 * 8.15) + (0 * 2.52) + (9 * 7.41) / 100
83,7,0,10,83C2H6OSi+7CdO+0B4C+10Gd2O3,2.11245,(83 * 0.965) + (7 * 8.15) + (0 * 2.52) + (10 * 7.41) / 100
